_id,BlockID,CheckweigherResultAvg,DateCreate,OriginCheckpointID,ProductComposite,ProductID,Size,Style,Content
11711608,102LMLI,35.10000228881836,2022-12-26 18:52:34.465,73.0,p36::s140::k12/2 PBAG::cBULK,36,140,12/2 PBAG,BULK
11727210,102LMLI,39.875000953674316,2022-12-26 18:52:35.457,31.0,p32::s115::cBAGS,32,115,,BAGS
11711492,102LMLI,36.300000508626304,2022-12-26 18:52:40.758,70.0,p36::s115::cBAGS,36,115,,BAGS
11711530,102LMLI,34.833334604899086,2022-12-26 18:52:49.730,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712076,102LMLI,,2022-12-26 18:52:51.988,18.0,p1::s165::kBULK::cBULK,1,165,BULK,BULK
11727262,102LMLI,,2022-12-26 18:52:55.160,,p1::kBULK::cBULK,1,,BULK,BULK
11711529,102LMLI,35.07500076293945,2022-12-26 18:53:04.815,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711493,102LMLI,35.65000057220459,2022-12-26 18:53:09.877,70.0,p36::s115::cBAGS,36,115,,BAGS
11715201,102LMLI,36.540000915527344,2022-12-26 18:53:14.106,38.0,p34::s95::kPLACE,34,95,PLACE,
11711535,102LMLI,35.1000010172526,2022-12-26 18:53:17.200,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711534,102LMLI,34.900001525878906,2022-12-26 18:53:28.302,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711494,102LMLI,35.47500133514404,2022-12-26 18:53:33.401,70.0,p36::s115::cBAGS,36,115,,BAGS
11727263,102LMLI,,2022-12-26 18:53:38.898,,p1::kBULK::cBULK,1,,BULK,BULK
11711495,102LMLI,35.85000038146973,2022-12-26 18:53:55.985,70.0,p36::s115::cBAGS,36,115,,BAGS
11711533,102LMLI,37.15000057220459,2022-12-26 18:53:57.571,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711496,102LMLI,35.500000953674316,2022-12-26 18:54:17.499,70.0,p36::s115::cBAGS,36,115,,BAGS
11542812,102LMLI,39.900001525878906,2022-12-26 18:54:38.656,,p36::cBAGS,36,,,BAGS
11711497,102LMLI,35.55000114440918,2022-12-26 18:54:40.563,70.0,p36::s115::cBAGS,36,115,,BAGS
11711075,102LMLI,35.57500076293945,2022-12-26 18:54:45.607,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727139,102LMLI,37.83333396911621,2022-12-26 18:54:46.920,19.0,p32::s75,32,75,,
11711498,102LMLI,35.60000038146973,2022-12-26 18:55:03.369,70.0,p36::s115::cBAGS,36,115,,BAGS
11727266,102LMLI,,2022-12-26 18:55:09.179,,p1::kBULK::cBULK,1,,BULK,BULK
11711076,102LMLI,35.40000057220459,2022-12-26 18:55:09.854,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715213,102LMLI,38.300000762939455,2022-12-26 18:55:22.597,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11711499,102LMLI,35.32500076293945,2022-12-26 18:55:25.588,70.0,p36::s115::cBAGS,36,115,,BAGS
11715100,102LMLI,38.460000610351564,2022-12-26 18:55:29.071,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11711103,102LMLI,35.51666768391927,2022-12-26 18:55:31.112,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11714020,102LMLI,39.040000915527344,2022-12-26 18:55:39.601,26.0,p32::s115,32,115,,
11727228,102LMLI,38.25,2022-12-26 18:55:39.349,,p34::cBAGS,34,,,BAGS
11711532,102LMLI,35.250000953674316,2022-12-26 18:55:43.403,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711500,102LMLI,35.35000228881836,2022-12-26 18:55:48.394,70.0,p36::s115::cBAGS,36,115,,BAGS
11711104,102LMLI,35.02500057220459,2022-12-26 18:55:52.308,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711531,102LMLI,34.60000076293945,2022-12-26 18:55:59.912,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711606,102LMLI,35.57500076293945,2022-12-26 19:03:02.955,70.0,p36::s115::cBAGS,36,115,,BAGS
11711539,102LMLI,35.166666666666664,2022-12-26 19:03:05.673,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727222,102LMLI,,2022-12-26 19:03:11.647,23.0,p34::s75,34,75,,
11711538,102LMLI,35.040000915527344,2022-12-26 19:03:16.216,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715152,102LMLI,39.51666768391927,2022-12-26 19:03:31.441,170.0,p32::s95::cBAGS,32,95,,BAGS
11711553,102LMLI,35.300001780192055,2022-12-26 19:03:33.512,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711537,102LMLI,35.1000010172526,2022-12-26 19:03:36.060,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715198,102LMLI,40.24000091552735,2022-12-26 19:03:38.220,38.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
11712064,102LMLI,36.720001220703125,2022-12-26 19:03:39.400,23.0,p34::s75::cBAGS,34,75,,BAGS
11711543,102LMLI,34.85000133514404,2022-12-26 19:03:47.818,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711554,102LMLI,35.45000076293945,2022-12-26 19:03:54.679,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11715216,102LMLI,38.02500057220459,2022-12-26 19:03:55.827,176.0,p36::s200::k12/2 PBAG::cBAGS,36,200,12/2 PBAG,BAGS
11711102,102LMLI,35.18000106811523,2022-12-26 19:03:57.833,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711546,102LMLI,35.05000114440918,2022-12-26 19:04:00.371,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715215,102LMLI,38.45000076293945,2022-12-26 19:04:03.846,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11715217,102LMLI,38.55000114440918,2022-12-26 19:04:04.601,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11711547,102LMLI,35.18000106811523,2022-12-26 19:04:10.920,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
10416863,102LMLI,37.86666742960612,2022-12-26 19:04:12.565,23.0,p34::s75,34,75,,
11727267,102LMLI,,2022-12-26 19:04:12.573,,p1::kBULK::cBULK,1,,BULK,BULK
11711555,102LMLI,35.380001068115234,2022-12-26 19:04:16.815,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11506683,102LMLI,,2022-12-26 19:04:25.659,,p34,34,,,
11714023,102LMLI,,2022-12-26 19:04:36.479,27.0,p32::s140::cBULK,32,140,,BULK
11711548,102LMLI,35.24000091552735,2022-12-26 19:04:38.130,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711549,102LMLI,34.7000015258789,2022-12-26 19:04:40.478,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715214,102LMLI,37.960000610351564,2022-12-26 19:04:43.640,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11711556,102LMLI,35.57500076293945,2022-12-26 19:04:44.572,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11715218,102LMLI,38.17500114440918,2022-12-26 19:04:46.181,176.0,p34::s200::kPLACE NO PLU::cBAGS,34,200,PLACE NO PLU,BAGS
11711609,102LMLI,34.03333409627279,2022-12-26 19:04:48.199,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715206,102LMLI,41.10000133514404,2022-12-26 19:04:51.464,170.0,p34::s95::kPLACE,34,95,PLACE,
11711613,102LMLI,35.80000019073486,2022-12-26 19:04:52.333,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711618,102LMLI,34.94000091552734,2022-12-26 19:04:53.464,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711619,102LMLI,35.13333384195963,2022-12-26 19:04:56.220,73.0,p36::s140::k12/2 PBAG::cBULK,36,140,12/2 PBAG,BULK
11711620,102LMLI,35.13333384195963,2022-12-26 19:04:59.171,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11714027,102LMLI,42.666666666666664,2022-12-26 19:05:00.225,27.0,p34::s140::cBAGS,34,140,,BAGS
11715203,102LMLI,38.125,2022-12-26 19:05:01.257,38.0,p34::s95::kPLACE,34,95,PLACE,
11711621,102LMLI,38.17500114440918,2022-12-26 19:05:02.119,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711544,102LMLI,35.02500057220459,2022-12-26 19:05:04.348,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711545,102LMLI,34.92000122070313,2022-12-26 19:05:07.107,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712087,102LMLI,40.34000091552734,2022-12-26 19:05:08.260,170.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
10427992,102LMLI,38.23333485921224,2022-12-26 19:05:09.430,22.0,p34::s75::kPLACE,34,75,PLACE,
11711614,102LMLI,34.750000953674316,2022-12-26 19:05:10.420,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711615,102LMLI,34.25,2022-12-26 19:05:11.616,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711610,102LMLI,35.06666692097982,2022-12-26 19:05:13.970,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711612,102LMLI,34.97500038146973,2022-12-26 19:05:15.078,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711611,102LMLI,35.125000953674316,2022-12-26 19:05:17.014,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711100,102LMLI,35.060001373291016,2022-12-26 19:05:18.327,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711101,102LMLI,35.333333333333336,2022-12-26 19:05:21.632,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711616,102LMLI,35.20000076293945,2022-12-26 19:05:23.073,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711617,102LMLI,35.07500076293945,2022-12-26 19:05:24.621,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727180,102LMLI,37.57500076293945,2022-12-26 19:05:36.153,23.0,p36::s75::k12/2 PBAG::cBAGS,36,75,12/2 PBAG,BAGS
11711308,102LMLI,36.833334604899086,2022-12-26 19:05:39.632,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715204,102LMLI,42.1000010172526,2022-12-26 19:05:42.887,38.0,p34::s95::kPLACE,34,95,PLACE,
11711077,102LMLI,34.900001525878906,2022-12-26 19:05:47.740,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715205,102LMLI,41.300000762939455,2022-12-26 19:05:54.169,170.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
11715202,102LMLI,40.95000076293945,2022-12-26 19:05:55.689,38.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
11711309,102LMLI,35.10000228881836,2022-12-26 19:05:56.621,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711557,102LMLI,35.56666819254557,2022-12-26 19:05:57.699,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11712074,102LMLI,,2022-12-26 19:05:57.813,,p1::kBULK::cBULK,1,,BULK,BULK
11712097,102LMLI,40.12000045776367,2022-12-26 19:06:02.344,170.0,p34::s95::kPLACE,34,95,PLACE,
11711650,102LMLI,34.75,2022-12-26 19:06:04.663,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712073,102LMLI,,2022-12-26 19:06:06.549,,p36::cBULK,36,,,BULK
11712081,102LMLI,40.20000076293945,2022-12-26 19:06:09.401,38.0,p32::s95,32,95,,
11727271,102LMLI,,2022-12-26 19:06:13.704,,p36::cBULK,36,,,BULK
11711651,102LMLI,34.47500038146973,2022-12-26 19:06:17.225,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727270,102LMLI,,2022-12-26 19:06:21.310,,p1::kBULK::cBULK,1,,BULK,BULK
11711536,102LMLI,35.15000057220459,2022-12-26 19:06:25.762,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727272,102LMLI,,2022-12-26 19:06:26.620,,p34::cBULK,34,,,BULK
11711652,102LMLI,34.84000091552734,2022-12-26 19:11:44.851,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11542848,102LMLI,,2022-12-26 19:11:45.517,,p34,34,,,
11727273,102LMLI,,2022-12-26 19:11:48.990,,p34::cBULK,34,,,BULK
11712129,102LMLI,,2022-12-26 19:11:56.768,,p1::kBULK::cBULK,1,,BULK,BULK
11711653,102LMLI,34.57500076293945,2022-12-26 19:11:57.040,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711315,102LMLI,35.060001373291016,2022-12-26 19:12:14.180,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711654,102LMLI,35.10000038146973,2022-12-26 19:12:15.547,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711728,102LMLI,35.36666742960612,2022-12-26 19:12:27.183,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711311,102LMLI,35.00000127156576,2022-12-26 19:12:35.126,,p36::cBAGS,36,,,BAGS
11711729,102LMLI,34.85000038146973,2022-12-26 19:12:37.223,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715219,102LMLI,38.84000015258789,2022-12-26 19:12:44.754,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11712126,102LMLI,,2022-12-26 19:12:45.364,,p1::kBULK::cBULK,1,,BULK,BULK
11712096,102LMLI,39.85000038146973,2022-12-26 19:12:46.333,38.0,p34::s95::kPLACE,34,95,PLACE,
11715180,102LMLI,,2022-12-26 19:13:07.157,26.0,p32::s115,32,115,,
11711730,102LMLI,34.85000133514404,2022-12-26 19:13:08.845,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711312,102LMLI,,2022-12-26 19:13:13.103,,p36::cBAGS,36,,,BAGS
11727199,102LMLI,47.375,2022-12-26 19:13:15.431,26.0,p32::s115,32,115,,
11711310,102LMLI,35.00000152587891,2022-12-26 19:13:16.513,,p36::cBAGS,36,,,BAGS
11711558,102LMLI,35.57500076293945,2022-12-26 19:13:17.615,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711731,102LMLI,35.36666742960612,2022-12-26 19:13:20.360,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727268,102LMLI,,2022-12-26 19:13:21.289,,p1::kBULK::cBULK,1,,BULK,BULK
11712135,102LMLI,,2022-12-26 19:13:34.840,,p1::kBULK::cBULK,1,,BULK,BULK
11711732,102LMLI,34.77500057220459,2022-12-26 19:13:40.871,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711559,102LMLI,36.125,2022-12-26 19:13:41.992,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711734,102LMLI,35.00000127156576,2022-12-26 19:13:43.039,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711560,102LMLI,35.500000953674316,2022-12-26 19:13:45.164,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711099,102LMLI,34.70000076293945,2022-12-26 19:13:47.759,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711649,102LMLI,34.75,2022-12-26 19:13:50.171,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711098,102LMLI,36.875000953674316,2022-12-26 19:13:51.786,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712088,102LMLI,,2022-12-26 19:14:44.448,170.0,p32::s95::cBAGS,32,95,,BAGS
11712134,102LMLI,,2022-12-26 19:14:47.699,,p1::kBULK::cBULK,1,,BULK,BULK
11711655,102LMLI,35.000000953674316,2022-12-26 19:15:27.361,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711656,102LMLI,37.166666666666664,2022-12-26 19:15:30.034,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711638,102LMLI,34.82500076293945,2022-12-26 19:15:32.342,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711657,102LMLI,35.05000114440918,2022-12-26 19:15:51.127,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712098,102LMLI,38.93333435058594,2022-12-26 19:15:52.116,38.0,p34::s95::kPLACE,34,95,PLACE,
11712099,102LMLI,36.166666666666664,2022-12-26 19:15:52.913,38.0,p34::s95::kPLACE,34,95,PLACE,
11711658,102LMLI,35.10000038146973,2022-12-26 19:15:53.807,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11714039,102LMLI,53.52499961853027,2022-12-26 19:15:56.746,23.0,p32::s75::cBAGS,32,75,,BAGS
11714043,102LMLI,42.150001525878906,2022-12-26 19:15:59.744,31.0,p32::s115::cBAGS,32,115,,BAGS
11727229,102LMLI,49.02000045776367,2022-12-26 19:16:01.351,22.0,p34::s75::kPLACE::cBAGS,34,75,PLACE,BAGS
11727237,102LMLI,,2022-12-26 19:24:56.593,22.0,p34::s75::kPLACE,34,75,PLACE,
11715126,102LMLI,62.64000015258789,2022-12-26 19:29:17.579,,p34::cBULK,34,,,BULK
11727245,102LMLI,49.72500228881836,2022-12-26 19:29:18.646,22.0,p34::s75::kPLACE,34,75,PLACE,
11711677,102LMLI,34.750000953674316,2022-12-26 19:29:22.878,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711660,102LMLI,35.22500038146973,2022-12-26 19:29:23.958,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715200,102LMLI,63.400000762939456,2022-12-26 19:29:25.559,38.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
11711661,102LMLI,51.66000137329102,2022-12-26 19:29:26.450,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711561,102LMLI,35.26666768391927,2022-12-26 19:29:27.536,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11715222,102LMLI,,2022-12-26 19:29:29.630,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11715207,102LMLI,39.980001068115236,2022-12-26 19:29:30.577,170.0,p34::s95::kPLACE::cBAGS,34,95,PLACE,BAGS
11711676,102LMLI,35.36000137329101,2022-12-26 19:29:31.538,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11714040,102LMLI,,2022-12-26 19:29:31.661,31.0,p32::s115::cBAGS,32,115,,BAGS
11711662,102LMLI,35.43333435058594,2022-12-26 19:29:33.600,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711663,102LMLI,34.900001525878906,2022-12-26 19:29:36.724,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712083,102LMLI,40.960000610351564,2022-12-26 19:29:37.852,170.0,p32::s95::cBAGS,32,95,,BAGS
11715196,102LMLI,39.76666768391927,2022-12-26 19:29:40.362,38.0,p34::s95::kPLACE,34,95,PLACE,
11711562,102LMLI,35.800000508626304,2022-12-26 19:29:45.056,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11715182,102LMLI,40.025001525878906,2022-12-26 19:29:46.895,,p34,34,,,
11711563,102LMLI,35.26666768391927,2022-12-26 19:29:46.499,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711678,102LMLI,35.02500057220459,2022-12-26 19:29:47.971,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711664,102LMLI,35.150001525878906,2022-12-26 19:29:49.114,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711665,102LMLI,34.980001068115236,2022-12-26 19:29:50.547,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712063,102LMLI,40.67500114440918,2022-12-26 19:29:52.019,26.0,p32::s115::cBAGS,32,115,,BAGS
11711666,102LMLI,35.00000127156576,2022-12-26 19:29:51.676,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711675,102LMLI,35.36666742960612,2022-12-26 19:29:52.930,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711674,102LMLI,35.000000953674316,2022-12-26 19:29:54.044,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11727236,102LMLI,35.70000171661377,2022-12-26 19:30:01.522,22.0,p34::s75::kPLACE::cBAGS,34,75,PLACE,BAGS
11711667,102LMLI,34.77500057220459,2022-12-26 19:30:03.118,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712125,102LMLI,,2022-12-26 19:30:09.595,,p1::kBULK::cBULK,1,,BULK,BULK
11711668,102LMLI,34.900001525878906,2022-12-26 19:30:12.189,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712128,102LMLI,,2022-12-26 19:30:12.814,,p1::kBULK::cBULK,1,,BULK,BULK
11727269,102LMLI,,2022-12-26 19:30:14.090,,p1::kBULK::cBULK,1,,BULK,BULK
11711673,102LMLI,35.250000953674316,2022-12-26 19:30:15.530,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712095,102LMLI,,2022-12-26 19:30:21.433,170.0,p34::s95::kPLACE,34,95,PLACE,
11711669,102LMLI,35.150001525878906,2022-12-26 19:30:22.013,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712138,102LMLI,,2022-12-26 19:30:22.344,18.0,p1::s165::kBULK::cBULK,1,165,BULK,BULK
11711564,102LMLI,35.70000076293945,2022-12-26 19:30:29.463,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11711670,102LMLI,35.06666819254557,2022-12-26 19:30:34.611,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712136,102LMLI,,2022-12-26 19:30:37.083,,p1::kBULK::cBULK,1,,BULK,BULK
11711097,102LMLI,34.70000076293945,2022-12-26 19:30:39.129,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711671,102LMLI,34.67500019073486,2022-12-26 19:30:45.393,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712130,102LMLI,,2022-12-26 19:31:04.521,,p1::kBULK::cBULK,1,,BULK,BULK
11712105,102LMLI,38.800000762939455,2022-12-26 19:31:05.263,38.0,p34::s95::kPLACE,34,95,PLACE,
11711637,102LMLI,35.375000953674316,2022-12-26 19:31:06.990,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11714042,102LMLI,41.90000025431315,2022-12-26 19:31:13.052,31.0,p32::s115,32,115,,
11714044,102LMLI,40.19999980926514,2022-12-26 19:31:19.811,31.0,p32::s115::cBAGS,32,115,,BAGS
11727193,102LMLI,35.06666692097982,2022-12-26 19:31:22.111,,p34,34,,,
11715212,102LMLI,38.24000015258789,2022-12-26 19:31:26.587,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11715220,102LMLI,38.56666692097982,2022-12-26 19:31:27.589,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11727244,102LMLI,,2022-12-26 19:32:07.864,22.0,p34::s75::kPLACE,34,75,PLACE,
11712113,102LMLI,,2022-12-26 19:32:18.136,38.0,p32::s95,32,95,,
11712114,102LMLI,,2022-12-26 19:32:25.046,38.0,p34::s95::kPLACE,34,95,PLACE,
11715221,102LMLI,42.85000038146973,2022-12-26 19:32:35.649,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11712122,102LMLI,41.27500057220459,2022-12-26 19:32:47.112,176.0,p34::s200::kPLACE NO PLU::cBAGS,34,200,PLACE NO PLU,BAGS
11715223,102LMLI,49.216667811075844,2022-12-26 19:32:47.951,176.0,p34::s200::kPLACE NO PLU::cBULK,34,200,PLACE NO PLU,BULK
11712104,102LMLI,46.20000171661377,2022-12-26 19:32:56.421,38.0,p34::kPLACE,34,,PLACE,
11711672,102LMLI,34.86666742960612,2022-12-26 19:33:39.820,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11715127,102LMLI,41.50000190734863,2022-12-26 19:33:40.861,27.0,p32::s140::cBAGS,32,140,,BAGS
11711659,102LMLI,36.67500019073486,2022-12-26 19:33:41.756,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711565,102LMLI,34.800000508626304,2022-12-26 19:33:42.867,70.0,p36::s115::k12/2 PBAG::cBAGS,36,115,12/2 PBAG,BAGS
11712085,102LMLI,36.560000610351565,2022-12-26 19:33:43.875,38.0,p32::s95::cBAGS,32,95,,BAGS
11712094,102LMLI,44.0,2022-12-26 19:33:44.662,176.0,p36::s200::k12/2 PBAG::cBAGS,36,200,12/2 PBAG,BAGS
11711628,102LMLI,35.833334604899086,2022-12-26 19:33:45.552,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711679,102LMLI,35.03333409627279,2022-12-26 19:33:46.640,73.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11712061,102LMLI,56.125,2022-12-26 19:33:48.469,26.0,p32::s115,32,115,,
11712093,102LMLI,62.225003242492676,2022-12-26 19:33:49.258,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
11506714,102LMLI,58.03333409627279,2022-12-26 19:33:50.895,176.0,p34::kPLACE NO PLU,34,,PLACE NO PLU,
11712107,102LMLI,49.92500114440918,2022-12-26 19:33:51.693,176.0,p34::s200::kPLACE NO PLU,34,200,PLACE NO PLU,
