ID,CheckpointID,LocationName,FarScanCheckpointID,ParentID,ParentLocationName,ParentRemoteID,ParentProcessIsEnabled,ParentProcessIsOnline,PluginClassName,RemoteID,IsVisible,DisplayName,Role,HasDebugInfo,RequireExplicitRouting,ProcessIsEnabled,ProcessIsOnline,ProcessIsRouteBlocked,RouteWeight,UISide,Size,OutletStatus
154,154,P1 - Citizen 1,,,,,,,Citizen,Tagging,0,P1 - Citizen 1,,0,0,1,1,0,1.0,,,
155,155,P1 - Citizen 2,,,,,,,Citizen,Tagging,0,P1 - Citizen 2,,0,0,1,1,0,1.0,,,
156,156,"Traffic Cop below 7l GBF, MainLine",,,,,,,,,0,,,0,0,1,1,0,1.0,,,
157,157,North Packtables GPIO 1-3,,,,,,,,,1,North Pack Tables,rpigpio,1,0,1,1,0,1.0,,,
158,158,North Packtables GPIO 4-6,,,,,,,,,1,N PackTables 4-6,rpigpio,0,0,1,1,0,1.0,,,
159,159,North Packtables GPIO 7-9,,,,,,,,,1,N PackTables 7-9,rpigpio,0,0,1,1,0,1.0,,,
160,160,"Pack Table North 1 - Outlets 1,2",,,,,,,,,1,"PackTable1 Outlets1,2",PackTable,0,0,1,1,0,1.0,,,
161,161,"Pack Table North 2 - Outlets 5,6",,,,,,,,,1,"PackTable1 Outlets5,6",PackTable,0,0,1,1,0,1.0,,,
162,162,"Pack Table North 3 - Outlets 9,10",,,,,,,,,1,"PackTable1 Outlets9,10",PackTable,0,0,1,1,0,1.0,,,
163,163,"Pack Table North 4 - Outlets 13,14",,,,,,,,,1,"PackTable1 Outlets13,14",PackTable,0,0,1,1,0,1.0,,,
164,164,"Pack Table North 5 - Outlets 17,18",,,,,,,,,1,"PackTable1 Outlets17,18",PackTable,0,0,1,1,0,1.0,,,
165,165,"Pack Table North 6 - Outlets 21,22",,,,,,,,,1,"PackTable1 Outlets21,22",PackTable,0,0,1,1,0,1.0,,,
166,166,"Pack Table North 7 - Outlets 25,26",,,,,,,,,1,"PackTable1 Outlets25,26",PackTable,0,0,1,1,0,1.0,,,
167,167,"Pack Table North 8 - Outlets 27,28",,,,,,,,,1,"PackTable1 Outlets27,28",PackTable,0,0,1,1,0,1.0,,,
168,168,"Pack Table North 9 - Outlets 31,32",,,,,,,,,1,"PackTable1 Outlets31,32",PackTable,0,0,1,1,0,1.0,,,
169,169,Lower Line 1,,160.0,"Pack Table North 1 - Outlets 1,2",,1.0,1.0,PackTable,lower.0,0,Line 1,PacktablesNorth,0,0,1,1,0,1.0,LHS,30/35,Disabled
170,170,Lower Line 24,,191.0,"Pack Table South 6 - Outlets 23,24",,1.0,1.0,PackTable,lower.23,0,Line 24,PacktablesSouth,0,0,1,1,0,1.0,RHS,95,OK
171,171,Lower Line 25,,166.0,"Pack Table North 7 - Outlets 25,26",,1.0,1.0,PackTable,lower.24,0,Line 25,PacktablesNorth,0,0,1,1,0,1.0,LHS,9,Disabled
172,172,Lower Line 26,,166.0,"Pack Table North 7 - Outlets 25,26",,1.0,1.0,PackTable,lower.25,0,Line 26,PacktablesNorth,0,0,1,1,0,1.0,RHS,9,Disabled
173,173,Lower Line 27,,167.0,"Pack Table North 8 - Outlets 27,28",,1.0,1.0,PackTable,lower.26,0,Line 27,PacktablesNorth,0,0,1,1,0,1.0,LHS,6,Disabled
174,174,Lower Line 28,,167.0,"Pack Table North 8 - Outlets 27,28",,1.0,1.0,PackTable,lower.27,0,Line 28,PacktablesNorth,0,0,1,1,0,1.0,RHS,5,Disabled
175,175,Lower Line 29,,192.0,"Pack Table South 7 - Outlets 29,30",,1.0,1.0,PackTable,lower.28,0,Line 29,PacktablesSouth,0,0,1,1,0,1.0,LHS,75,OK
176,176,Lower Line 30,,192.0,"Pack Table South 7 - Outlets 29,30",,1.0,1.0,PackTable,lower.29,0,Line 30,PacktablesSouth,0,0,1,1,0,1.0,RHS,75,OK
177,177,Lower Line 31,,168.0,"Pack Table North 9 - Outlets 31,32",,1.0,1.0,PackTable,lower.30,0,Line 31,PacktablesNorth,0,0,1,1,0,1.0,LHS,6,Disabled
178,178,Lower Line 32,,168.0,"Pack Table North 9 - Outlets 31,32",,1.0,1.0,PackTable,lower.31,0,Line 32,PacktablesNorth,0,0,1,1,0,1.0,RHS,4,Disabled
179,179,Lower Line 33,,,,,,,,lower.32,0,Line 33,,0,0,1,1,0,1.0,,12,Disabled
180,180,Router South to TL4,,,,,,,Traffic,,1,,,1,0,1,1,0,1.0,,,
181,181,P4 Cold - Citizen 1,,,,,,,Citizen,Shipping,0,P4 Cold - Citizen 1,,0,0,1,1,0,1.0,,,
182,182,Router Second North side to Tagging TL4,,,,,,,Traffic,,1,,,1,0,1,1,0,1.0,,,
183,183,Buffering Lane to TL4 Tagging Side,,,,,,,Traffic,,0,,TrafficCop,0,0,1,1,0,0.1,,,
184,184,Buffering Lane to TL4 Sizer Side,,,,,,,Traffic,,0,,,0,0,1,1,0,1.0,,,
185,185,South Pack Tables 1-7,,,,,,,,,1,South Pack Tables,PackTable,1,0,1,1,0,1.0,,,
186,186,"Pack Table South 1 - Outlets 3,4",,,,,,,,,1,"Pack Table 1 - Outlets 3,4",PackTable,0,0,1,1,0,1.0,,,
187,187,"Pack Table South 2 - Outlets 7,8",,,,,,,,,1,"Pack Table 1 - Outlets 7,8",PackTable,0,0,1,1,0,1.0,,,
188,188,"Pack Table South 3 - Outlets 11,12",,,,,,,,,1,"Pack Table 1 - Outlets 11,12",PackTable,0,0,1,1,0,1.0,,,
189,189,"Pack Table South 4 - Outlets 15,16",,,,,,,,,1,"Pack Table 1 - Outlets 15,16",PackTable,0,0,1,1,0,1.0,,,
190,190,"Pack Table South 5 - Outlets 19,20",,,,,,,,,1,"Pack Table 1 - Outlets 19,20",PackTable,0,0,1,1,0,1.0,,,
191,191,"Pack Table South 6 - Outlets 23,24",,,,,,,,,1,"Pack Table 1 - Outlets 23,24",PackTable,0,0,1,1,0,1.0,,,
192,192,"Pack Table South 7 - Outlets 29,30",,,,,,,,,1,"Pack Table 1 - Outlets 29,30",PackTable,0,0,1,1,0,1.0,,,
193,193,Inkjet GBF Long Throw,,,,,,,MPERIA,,0,,,0,1,0,1,0,1.0,,,
194,194,Palletizing Lower (BUFFERING),,,,,,,Traffic,,1,,,1,0,1,1,0,1.0,,,
195,195,Pallatizing Storage 1,,,,,,,Buffer,,1,,,0,0,0,0,0,1.0,,,
196,196,Pallatizing Storage 2,,,,,,,Buffer,,1,,,0,0,1,1,0,1.0,,,
197,197,Pallatizing Storage 3,,,,,,,Buffer,,1,,,0,0,1,1,0,1.0,,,
198,198,Pallatizing Storage 4,,,,,,,Buffer,,1,,,0,0,1,1,0,1.0,,,
199,199,Pallatizing Storage 5,,,,,,,Buffer,,1,,,0,0,1,1,0,1.0,,,
200,200,Palletizing Lower P3000 PLC Bufferlanes,,,,,,,Traffic,,1,,p3000,0,0,1,1,0,1.0,,,
201,201,Palletizing Staging 1,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
202,202,Palletizing Staging 2,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
203,203,Palletizing Staging 3,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
204,204,Palletizing Staging 4,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
205,205,Palletizing Staging 5,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
206,206,P1 - Citizen 3,,,,,,,Citizen,Tagging,0,P1 - Citizen 3,,0,0,1,1,0,1.0,,,
207,207,Sato P6,,,,,,,SATO,,0,,,0,0,1,0,0,1.0,,,
208,208,Test Bench,,,,,,,SATO,,0,IT Test Bench,,0,0,1,1,0,1.0,,,
209,209,Palletizing Infeed Router,,,,,,,,,1,,,0,0,1,1,0,1.0,,,
210,210,Palletizing P3000 PLC,,,,,,,,,1,,p3000,0,0,1,1,0,1.0,,,
211,211,Palletizing Upper (MANUAL),,,,,,,,,1,,,0,0,1,1,0,1.0,,,
212,212,Manual 1,,,,,,,,,0,Upper Manual Pallet 1,,0,0,1,1,0,1.0,,,
