DateTime_start,DateTime_stop,DateTime_query,duration_proc_mins,count_read,count_success,ratio_success
2023-01-08 16:17:00.153568,2023-01-09 16:17:05.156113,2023-01-09 00:17:00.153568,0.05,7334,7334,1.0
